"","season","stage","date","home_team_goal","away_team_goal","country","league","home_team","away_team","B365H","B365D","B365A","home_shoton","away_shoton","home_shotoff","away_shotoff","home_foulcommit","away_foulcommit","home_card","away_card","home_cross","away_cross","home_corner","away_corner"
"6923","2009/2010",11,"2009-11-01 00:00:00",3,0,"Italy","Italy Serie A","Cagliari","Atalanta",2.1,3.1,3.8,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"6924","2009/2010",6,"2009-09-27 00:00:00",1,1,"Italy","Italy Serie A","Chievo Verona","Atalanta",2.2,3.2,3.4,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA
"6925","2012/2013",19,"2013-01-06 00:00:00",1,0,"Italy","Italy Serie A","Chievo Verona","Atalanta",2.2,3.1,3.5,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
"6926","2015/2016",29,"2016-03-13 00:00:00",2,0,"Italy","Italy Serie A","Lazio","Atalanta",1.62,3.75,6,0,5,3,4,12,23,2,4,12,21,4,8
"6927","2015/2016",14,"2015-11-29 00:00:00",0,2,"Italy","Italy Serie A","Roma","Atalanta",1.5,4.33,6.5,10,2,9,1,23,23,2,6,25,13,9,3
"6928","2015/2016",36,"2016-05-02 00:00:00",2,1,"Italy","Italy Serie A","Napoli","Atalanta",1.17,7.5,17,10,1,6,2,12,10,0,2,14,14,5,3
"6929","2014/2015",11,"2014-11-08 00:00:00",0,0,"Italy","Italy Serie A","Sassuolo","Atalanta",2.1,3.4,3.4,11,3,6,6,19,22,3,1,11,9,8,4
"6930","2008/2009",31,"2009-04-11 00:00:00",0,0,"Italy","Italy Serie A","Napoli","Atalanta",1.83,3.25,4.75,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"6931","2015/2016",12,"2015-11-07 00:00:00",0,0,"Italy","Italy Serie A","Milan","Atalanta",1.67,3.75,5.5,5,8,4,11,15,18,4,4,12,21,4,6
"6932","2012/2013",37,"2013-05-12 00:00:00",2,1,"Italy","Italy Serie A","Udinese","Atalanta",1.36,4.75,8,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA
"6933","2012/2013",20,"2013-01-13 00:00:00",2,0,"Italy","Italy Serie A","Lazio","Atalanta",1.57,3.8,6,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,NA
"6934","2008/2009",13,"2008-11-23 00:00:00",3,1,"Italy","Italy Serie A","Reggio Calabria","Atalanta",2.5,3,3.1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"6935","2012/2013",33,"2013-04-20 00:00:00",1,1,"Italy","Italy Serie A","Genoa","Atalanta",2,3.3,3.8,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA
"6936","2013/2014",38,"2014-05-18 00:00:00",2,1,"Italy","Italy Serie A","Catania","Atalanta",2.25,3.4,3.1,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA
"6937","2013/2014",9,"2013-10-26 00:00:00",1,0,"Italy","Italy Serie A","Sampdoria","Atalanta",2.3,3.2,3.2,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA
"6938","2008/2009",29,"2009-03-22 00:00:00",2,2,"Italy","Italy Serie A","Lecce","Atalanta",2.3,3,3.4,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA
"6939","2014/2015",24,"2015-02-20 00:00:00",2,1,"Italy","Italy Serie A","Juventus","Atalanta",1.17,7,19,7,2,5,5,13,15,5,3,22,10,6,5
"6940","2011/2012",22,"2012-02-05 00:00:00",2,1,"Italy","Italy Serie A","Palermo","Atalanta",1.83,3.4,4.5,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA
"6941","2008/2009",18,"2009-01-11 00:00:00",3,2,"Italy","Italy Serie A","Palermo","Atalanta",2,3.1,4.2,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA
"6942","2009/2010",26,"2010-02-28 00:00:00",3,1,"Italy","Italy Serie A","Milan","Atalanta",1.33,4.75,10,4,6,4,7,15,17,2,2,25,20,6,4
"6943","2012/2013",9,"2012-10-28 00:00:00",0,0,"Italy","Italy Serie A","Pescara","Atalanta",2.9,3.1,2.5,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA
"6944","2015/2016",3,"2015-09-13 00:00:00",2,2,"Italy","Italy Serie A","Sassuolo","Atalanta",2.2,3.3,3.4,7,3,0,3,21,18,5,6,26,15,4,2
"6945","2012/2013",3,"2012-09-15 00:00:00",0,1,"Italy","Italy Serie A","Milan","Atalanta",1.5,4,7,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA
"6946","2013/2014",5,"2013-09-25 00:00:00",4,3,"Italy","Italy Serie A","Parma","Atalanta",1.91,3.3,4.2,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA
"6947","2008/2009",20,"2009-01-25 00:00:00",1,0,"Italy","Italy Serie A","Siena","Atalanta",2.35,2.9,3.4,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
"6948","2008/2009",7,"2008-10-19 00:00:00",1,1,"Italy","Italy Serie A","Chievo Verona","Atalanta",2.5,2.88,3.2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA
"6949","2009/2010",10,"2009-10-28 00:00:00",1,0,"Italy","Italy Serie A","Livorno","Atalanta",2.4,3.1,3.1,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA
"6950","2012/2013",29,"2013-03-17 00:00:00",3,2,"Italy","Italy Serie A","Napoli","Atalanta",1.44,4.2,7.5,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA
"6951","2013/2014",18,"2014-01-06 00:00:00",3,0,"Italy","Italy Serie A","Milan","Atalanta",1.44,4.2,7.5,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"6952","2013/2014",36,"2014-05-05 00:00:00",1,0,"Italy","Italy Serie A","Juventus","Atalanta",1.17,7,15,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA
"6953","2008/2009",2,"2008-09-14 00:00:00",0,1,"Italy","Italy Serie A","Bologna","Atalanta",2.2,3,3.6,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,NA
"6954","2008/2009",38,"2009-05-31 00:00:00",4,3,"Italy","Italy Serie A","Inter","Atalanta",1.44,4,8,6,3,6,4,12,7,2,0,34,22,14,3
"6955","2013/2014",25,"2014-02-23 00:00:00",1,1,"Italy","Italy Serie A","Udinese","Atalanta",1.75,3.4,5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"6956","2009/2010",19,"2010-01-10 00:00:00",1,0,"Italy","Italy Serie A","Palermo","Atalanta",1.7,3.5,5.5,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA
"6957","2013/2014",21,"2014-01-26 00:00:00",1,0,"Italy","Italy Serie A","Torino","Atalanta",1.75,3.4,5,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA
"6958","2015/2016",23,"2016-02-03 00:00:00",2,1,"Italy","Italy Serie A","Hellas Verona","Atalanta",2.4,3.3,3,2,9,9,5,20,18,2,5,16,17,6,5
"6959","2014/2015",19,"2015-01-18 00:00:00",0,1,"Italy","Italy Serie A","Milan","Atalanta",1.53,4,7,11,7,7,8,11,17,2,5,31,6,11,4
"6960","2008/2009",5,"2008-09-28 00:00:00",2,0,"Italy","Italy Serie A","Roma","Atalanta",1.57,3.6,6.5,5,2,4,5,18,16,2,2,19,16,3,4
"6961","2009/2010",13,"2009-11-22 00:00:00",0,2,"Italy","Italy Serie A","Siena","Atalanta",2.4,3,3.2,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
"6962","2014/2015",4,"2014-09-24 00:00:00",2,0,"Italy","Italy Serie A","Inter","Atalanta",1.44,4.33,7,6,5,13,9,14,15,1,3,12,29,6,11
"6963","2011/2012",18,"2012-01-15 00:00:00",2,0,"Italy","Italy Serie A","Lazio","Atalanta",1.8,3.4,4.75,5,2,3,0,24,15,2,3,11,8,5,3
"6964","2011/2012",36,"2012-05-02 00:00:00",2,0,"Italy","Italy Serie A","Milan","Atalanta",1.22,6,12,9,4,8,5,11,5,NA,NA,9,13,4,2
"6965","2013/2014",7,"2013-10-05 00:00:00",0,1,"Italy","Italy Serie A","Chievo Verona","Atalanta",2.2,3.2,3.4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"6966","2015/2016",5,"2015-09-24 00:00:00",0,1,"Italy","Italy Serie A","Empoli","Atalanta",2.15,3.3,3.5,4,6,6,7,11,19,2,4,12,14,4,5
"6967","2013/2014",29,"2014-03-23 00:00:00",1,2,"Italy","Italy Serie A","Inter","Atalanta",1.44,4.2,7.5,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA
"6968","2014/2015",26,"2015-03-08 00:00:00",0,0,"Italy","Italy Serie A","Parma","Atalanta",3.75,3.2,2.15,8,3,4,5,22,16,3,2,11,7,5,4
"6969","2009/2010",35,"2010-04-24 00:00:00",3,1,"Italy","Italy Serie A","Inter","Atalanta",1.22,6,13,9,2,9,7,20,14,3,3,9,11,4,3
"6970","2008/2009",34,"2009-05-03 00:00:00",3,0,"Italy","Italy Serie A","Udinese","Atalanta",1.83,3.3,4.75,NA,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA
"6971","2014/2015",6,"2014-10-05 00:00:00",1,0,"Italy","Italy Serie A","Sampdoria","Atalanta",1.83,3.4,4.5,7,2,7,4,16,14,3,3,9,32,3,4
"6972","2010/2011",5,"2010-09-11 00:00:00",2,0,"Netherlands","Netherlands Eredivisie","Ajax","Willem II",1.08,11,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6973","2008/2009",18,"2009-01-17 00:00:00",1,0,"Netherlands","Netherlands Eredivisie","De Graafschap","Willem II",2.6,3.4,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6974","2012/2013",6,"2012-09-22 00:00:00",0,0,"Netherlands","Netherlands Eredivisie","N.E.C.","Willem II",1.4,4.75,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6975","2012/2013",16,"2012-12-08 00:00:00",0,0,"Netherlands","Netherlands Eredivisie","AZ","Willem II",1.22,6.5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6976","2015/2016",9,"2015-10-17 00:00:00",2,1,"Netherlands","Netherlands Eredivisie","FC Groningen","Willem II",1.8,3.5,4.5,6,3,5,8,15,16,1,1,18,24,6,2
"6977","2008/2009",3,"2008-09-19 00:00:00",1,0,"Netherlands","Netherlands Eredivisie","FC Utrecht","Willem II",2.15,3.4,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6978","2010/2011",26,"2011-03-04 00:00:00",2,1,"Netherlands","Netherlands Eredivisie","De Graafschap","Willem II",1.5,4.33,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6979","2008/2009",28,"2009-03-21 00:00:00",0,0,"Netherlands","Netherlands Eredivisie","N.E.C.","Willem II",1.5,3.75,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6980","2015/2016",7,"2015-09-27 00:00:00",2,2,"Netherlands","Netherlands Eredivisie","De Graafschap","Willem II",3.5,3.6,2,6,3,7,6,17,12,3,1,25,17,5,2
"6981","2014/2015",10,"2014-10-25 00:00:00",1,3,"Netherlands","Netherlands Eredivisie","Heracles Almelo","Willem II",2.05,3.6,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6982","2009/2010",12,"2009-11-01 00:00:00",0,1,"Netherlands","Netherlands Eredivisie","RKC Waalwijk","Willem II",2.6,3.25,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6983","2014/2015",23,"2015-02-14 00:00:00",2,0,"Netherlands","Netherlands Eredivisie","Vitesse","Willem II",1.5,4.33,6,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA
"6984","2015/2016",24,"2016-02-21 00:00:00",2,1,"Netherlands","Netherlands Eredivisie","FC Utrecht","Willem II",1.65,3.8,5,6,1,3,1,10,13,3,1,28,14,6,2
"6985","2012/2013",12,"2012-11-10 00:00:00",4,1,"Netherlands","Netherlands Eredivisie","VVV-Venlo","Willem II",1.8,3.8,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6986","2010/2011",10,"2010-10-24 00:00:00",3,0,"Netherlands","Netherlands Eredivisie","AZ","Willem II",1.2,6.5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6987","2008/2009",8,"2008-10-28 00:00:00",2,2,"Netherlands","Netherlands Eredivisie","FC Volendam","Willem II",3.5,3.25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6988","2014/2015",32,"2015-04-25 00:00:00",1,1,"Netherlands","Netherlands Eredivisie","SC Heerenveen","Willem II",1.75,3.75,4.33,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA
"6989","2014/2015",19,"2015-01-25 00:00:00",0,0,"Netherlands","Netherlands Eredivisie","NAC Breda","Willem II",3,3.5,2.25,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA
"6990","2012/2013",9,"2012-10-20 00:00:00",3,2,"Netherlands","Netherlands Eredivisie","PSV","Willem II",1.08,11,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6991","2015/2016",30,"2016-04-09 00:00:00",2,0,"Netherlands","Netherlands Eredivisie","PSV","Willem II",1.17,6.5,17,4,6,10,6,11,14,4,4,18,23,4,5
"6992","2012/2013",13,"2012-11-18 00:00:00",3,0,"Netherlands","Netherlands Eredivisie","Feyenoord","Willem II",1.18,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6993","2008/2009",5,"2008-10-04 00:00:00",2,2,"Netherlands","Netherlands Eredivisie","Vitesse","Willem II",2.05,3.25,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6994","2010/2011",3,"2010-08-22 00:00:00",3,0,"Netherlands","Netherlands Eredivisie","FC Utrecht","Willem II",1.36,4.6,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6995","2009/2010",24,"2010-02-21 00:00:00",1,0,"Netherlands","Netherlands Eredivisie","FC Twente","Willem II",1.2,6.5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6996","2014/2015",7,"2014-09-28 00:00:00",1,0,"Netherlands","Netherlands Eredivisie","FC Groningen","Willem II",1.8,3.75,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6997","2010/2011",31,"2011-04-17 00:00:00",6,1,"Netherlands","Netherlands Eredivisie","Feyenoord","Willem II",1.2,6.5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6998","2015/2016",25,"2016-02-27 00:00:00",0,1,"Netherlands","Netherlands Eredivisie","Vitesse","Willem II",1.5,4,7,4,1,7,4,14,15,2,1,15,12,2,4
"6999","2015/2016",18,"2016-01-17 00:00:00",1,0,"Netherlands","Netherlands Eredivisie","N.E.C.","Willem II",2.05,3.4,3.5,6,7,4,9,19,16,3,3,12,15,1,2
"7000","2009/2010",16,"2009-12-04 00:00:00",2,1,"Netherlands","Netherlands Eredivisie","VVV-Venlo","Willem II",1.8,3.6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7001","2014/2015",2,"2014-08-17 00:00:00",2,1,"Netherlands","Netherlands Eredivisie","FC Utrecht","Willem II",1.85,3.8,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7002","2008/2009",24,"2009-02-21 00:00:00",3,1,"Netherlands","Netherlands Eredivisie","SC Heerenveen","Willem II",1.36,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7003","2012/2013",33,"2013-05-05 00:00:00",5,0,"Netherlands","Netherlands Eredivisie","Ajax","Willem II",1.08,10,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7004","2012/2013",32,"2013-04-28 00:00:00",3,1,"Netherlands","Netherlands Eredivisie","Vitesse","Willem II",1.29,5.75,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7005","2012/2013",30,"2013-04-14 00:00:00",3,2,"Netherlands","Netherlands Eredivisie","SC Heerenveen","Willem II",1.29,5.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7006","2012/2013",4,"2012-09-01 00:00:00",3,0,"Netherlands","Netherlands Eredivisie","Roda JC Kerkrade","Willem II",1.57,3.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7007","2010/2011",33,"2011-05-01 00:00:00",4,0,"Netherlands","Netherlands Eredivisie","FC Twente","Willem II",1.1,9,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7008","2008/2009",33,"2009-05-03 00:00:00",0,1,"Netherlands","Netherlands Eredivisie","Roda JC Kerkrade","Willem II",1.57,3.5,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7009","2008/2009",30,"2009-04-12 00:00:00",7,0,"Netherlands","Netherlands Eredivisie","Ajax","Willem II",1.2,5.5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7010","2014/2015",14,"2014-11-28 00:00:00",0,4,"Netherlands","Netherlands Eredivisie","FC Dordrecht","Willem II",3.2,3.6,2.1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"7011","2008/2009",19,"2009-01-24 00:00:00",1,1,"Netherlands","Netherlands Eredivisie","Feyenoord","Willem II",1.61,3.75,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7012","2010/2011",8,"2010-10-01 00:00:00",0,0,"Netherlands","Netherlands Eredivisie","Vitesse","Willem II",1.4,4.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7013","2009/2010",29,"2010-03-27 00:00:00",2,1,"Netherlands","Netherlands Eredivisie","Vitesse","Willem II",1.8,3.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7014","2009/2010",13,"2009-11-08 00:00:00",4,0,"Netherlands","Netherlands Eredivisie","NAC Breda","Willem II",1.67,3.6,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7015","2010/2011",18,"2010-12-11 00:00:00",3,1,"Netherlands","Netherlands Eredivisie","N.E.C.","Willem II",1.4,4.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7016","2008/2009",13,"2008-11-29 00:00:00",1,0,"Netherlands","Netherlands Eredivisie","Heracles Almelo","Willem II",2.3,3.25,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7017","2010/2011",22,"2011-02-06 00:00:00",7,1,"Netherlands","Netherlands Eredivisie","FC Groningen","Willem II",1.22,5.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7018","2009/2010",21,"2010-02-17 00:00:00",2,1,"Netherlands","Netherlands Eredivisie","N.E.C.","Willem II",1.62,3.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7019","2008/2009",26,"2009-03-06 00:00:00",0,1,"Netherlands","Netherlands Eredivisie","Sparta Rotterdam","Willem II",1.75,3.75,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7020","2014/2015",5,"2014-09-13 00:00:00",1,2,"Netherlands","Netherlands Eredivisie","Feyenoord","Willem II",1.36,4.75,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7021","2010/2011",7,"2010-09-26 00:00:00",2,1,"Netherlands","Netherlands Eredivisie","NAC Breda","Willem II",1.44,4.33,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7022","2012/2013",2,"2012-08-19 00:00:00",1,1,"Netherlands","Netherlands Eredivisie","FC Groningen","Willem II",1.5,4.33,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7023","2009/2010",3,"2009-08-15 00:00:00",2,1,"Netherlands","Netherlands Eredivisie","Sparta Rotterdam","Willem II",1.83,3.5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7024","2009/2010",31,"2010-04-11 00:00:00",4,0,"Netherlands","Netherlands Eredivisie","FC Groningen","Willem II",1.33,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7025","2014/2015",27,"2015-03-14 00:00:00",2,3,"Netherlands","Netherlands Eredivisie","Excelsior","Willem II",2.2,3.4,3.2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA
"7026","2015/2016",2,"2015-08-15 00:00:00",3,0,"Netherlands","Netherlands Eredivisie","Ajax","Willem II",1.33,5,9,8,7,5,5,11,12,NA,NA,19,11,5,3
"7027","2008/2009",22,"2009-02-07 00:00:00",3,1,"Netherlands","Netherlands Eredivisie","AZ","Willem II",1.2,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7028","2010/2011",24,"2011-02-19 00:00:00",4,0,"Netherlands","Netherlands Eredivisie","Excelsior","Willem II",1.73,3.75,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7029","2010/2011",12,"2010-10-31 00:00:00",2,2,"Netherlands","Netherlands Eredivisie","Roda JC Kerkrade","Willem II",1.29,5.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7030","2009/2010",5,"2009-08-29 00:00:00",2,1,"Netherlands","Netherlands Eredivisie","AZ","Willem II",1.2,6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7031","2015/2016",11,"2015-10-30 00:00:00",2,1,"Netherlands","Netherlands Eredivisie","Heracles Almelo","Willem II",1.75,3.8,4.33,5,2,4,4,15,18,3,2,15,22,5,5
"7032","2012/2013",18,"2012-12-23 00:00:00",0,0,"Netherlands","Netherlands Eredivisie","RKC Waalwijk","Willem II",1.44,4.2,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7033","2009/2010",34,"2010-05-02 00:00:00",3,2,"Netherlands","Netherlands Eredivisie","Roda JC Kerkrade","Willem II",1.25,5.75,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7034","2015/2016",28,"2016-03-19 00:00:00",4,1,"Netherlands","Netherlands Eredivisie","PEC Zwolle","Willem II",2,3.3,3.8,5,4,6,4,15,15,0,2,15,17,4,4
"7035","2008/2009",2,"2008-09-14 00:00:00",1,3,"Netherlands","Netherlands Eredivisie","NAC Breda","Willem II",1.75,3.5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7036","2010/2011",15,"2010-11-21 00:00:00",5,0,"Netherlands","Netherlands Eredivisie","SC Heerenveen","Willem II",1.3,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7037","2015/2016",3,"2015-08-23 00:00:00",0,0,"Netherlands","Netherlands Eredivisie","AZ","Willem II",2,3.6,3.5,9,2,6,6,13,20,0,4,15,20,4,4
"7038","2010/2011",19,"2010-12-18 00:00:00",2,1,"Netherlands","Netherlands Eredivisie","ADO Den Haag","Willem II",1.33,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7039","2009/2010",10,"2009-10-17 00:00:00",4,0,"Netherlands","Netherlands Eredivisie","Ajax","Willem II",1.17,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7040","2014/2015",25,"2015-02-28 00:00:00",2,0,"Netherlands","Netherlands Eredivisie","AZ","Willem II",1.75,3.8,4.33,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"7041","2015/2016",32,"2016-04-21 00:00:00",1,1,"Netherlands","Netherlands Eredivisie","SC Cambuur","Willem II",2.6,3.4,2.6,8,4,10,2,9,17,1,1,27,12,8,2
"7042","2015/2016",14,"2015-11-28 00:00:00",1,3,"Netherlands","Netherlands Eredivisie","FC Twente","Willem II",2.05,3.6,3.4,11,7,6,4,10,24,3,3,15,17,8,5
"7043","2010/2011",1,"2010-08-07 00:00:00",3,0,"Netherlands","Netherlands Eredivisie","Heracles Almelo","Willem II",1.57,3.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7044","2015/2016",19,"2016-01-23 00:00:00",3,1,"Netherlands","Netherlands Eredivisie","SC Heerenveen","Willem II",2.05,3.4,3.5,7,6,6,6,13,8,3,0,11,8,7,7
"7045","2012/2013",22,"2013-02-09 00:00:00",4,1,"Netherlands","Netherlands Eredivisie","Heracles Almelo","Willem II",1.44,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7046","2012/2013",23,"2013-02-16 00:00:00",1,1,"Netherlands","Netherlands Eredivisie","FC Twente","Willem II",1.18,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7047","2009/2010",8,"2009-09-26 00:00:00",3,1,"Netherlands","Netherlands Eredivisie","PSV","Willem II",1.17,6.5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7048","2008/2009",9,"2008-11-01 00:00:00",2,0,"Netherlands","Netherlands Eredivisie","PSV","Willem II",1.25,5.5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7049","2015/2016",16,"2015-12-12 00:00:00",1,1,"Netherlands","Netherlands Eredivisie","ADO Den Haag","Willem II",1.95,3.6,3.6,10,1,2,2,14,20,2,4,11,27,5,7
"7050","2010/2011",21,"2011-01-29 00:00:00",2,1,"Netherlands","Netherlands Eredivisie","PSV","Willem II",1.09,10,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7051","2014/2015",29,"2015-04-04 00:00:00",1,0,"Netherlands","Netherlands Eredivisie","PEC Zwolle","Willem II",2,3.5,3.6,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA
"7052","2014/2015",12,"2014-11-08 00:00:00",3,2,"Netherlands","Netherlands Eredivisie","ADO Den Haag","Willem II",2.1,3.5,3.3,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA
"7053","2008/2009",16,"2008-12-21 00:00:00",2,0,"Netherlands","Netherlands Eredivisie","FC Twente","Willem II",1.28,4.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7054","2009/2010",2,"2009-08-09 00:00:00",1,0,"Netherlands","Netherlands Eredivisie","FC Utrecht","Willem II",1.53,3.75,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7055","2014/2015",34,"2015-05-17 00:00:00",1,2,"Netherlands","Netherlands Eredivisie","SC Cambuur","Willem II",2.25,3.6,2.9,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA
"7056","2015/2016",5,"2015-09-13 00:00:00",1,0,"Netherlands","Netherlands Eredivisie","Feyenoord","Willem II",1.4,4.5,8,6,1,13,1,11,15,1,2,31,9,4,2
"7057","2009/2010",19,"2010-01-23 00:00:00",4,2,"Netherlands","Netherlands Eredivisie","SC Heerenveen","Willem II",1.4,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7058","2014/2015",20,"2015-01-31 00:00:00",2,1,"Netherlands","Netherlands Eredivisie","PSV","Willem II",1.17,7,15,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA
